location,career_level,experience_level,education_level,employment_type,job_function,company_process_time,company_industry,Salary Level
7,3,3,9,4,33,29,39,2
4,4,5,9,4,57,27,47,2
4,3,1,3,4,42,21,20,0
4,3,2,18,4,54,28,14,1
3,3,1,6,4,12,15,41,2
1,3,1,13,4,4,30,36,1
20,3,1,8,4,12,29,28,2
27,4,1,13,0,61,29,55,1
3,3,2,15,4,0,26,30,1
7,3,3,10,4,41,27,23,2
20,3,1,8,4,12,29,28,2
7,2,1,15,4,55,29,24,2
27,3,1,8,4,41,24,29,1
4,1,1,8,4,38,7,2,0
8,4,3,15,4,41,18,30,2
4,3,2,13,4,54,29,30,0
7,3,1,15,4,54,26,30,2
4,3,3,9,4,57,29,30,1
9,4,2,9,4,41,29,50,1
4,3,5,18,0,12,27,20,2
4,3,1,3,4,34,29,55,1
4,2,2,9,4,17,10,39,1
9,3,2,15,3,3,20,50,2
7,3,1,15,4,10,29,53,2
4,3,1,10,4,12,15,23,1
13,2,5,9,4,21,22,21,2
1,3,1,6,4,4,29,36,1
4,3,1,9,0,55,20,21,1
4,3,2,16,4,37,19,29,2
33,4,2,18,4,21,20,30,2
1,3,1,9,4,12,24,5,2
1,3,2,18,4,66,29,30,1
4,3,2,8,0,9,29,28,0
4,3,5,9,4,12,5,20,2
4,4,2,9,4,12,26,18,1
1,4,3,18,4,21,28,23,2
8,4,2,15,4,41,28,47,2
4,3,2,13,4,54,15,30,1
4,3,1,9,4,13,29,42,0
4,3,2,15,4,12,13,23,1
9,3,1,13,4,35,27,28,2
28,4,2,4,0,13,24,12,2
4,1,1,8,2,54,28,47,0
4,3,2,9,4,0,29,39,1
1,4,3,18,4,57,15,7,2
4,3,1,3,4,41,12,3,0
30,0,15,18,4,21,29,30,2
4,4,3,9,4,41,29,24,1
4,3,1,9,0,52,4,20,1
1,3,1,18,4,41,15,6,2
4,4,5,9,4,57,27,47,2
23,3,1,18,8,37,29,23,1
4,3,3,9,4,34,27,50,1
33,3,1,13,0,38,25,2,1
4,2,4,9,4,37,26,24,2
9,4,2,18,4,12,7,20,2
1,2,5,9,0,34,19,43,2
9,3,3,9,4,41,29,30,2
1,3,1,3,0,9,29,28,0
4,3,3,18,4,35,29,50,1
9,3,2,9,4,12,30,20,2
7,4,3,15,4,57,29,30,2
7,3,2,18,4,30,4,30,1
4,3,1,9,4,0,29,30,1
9,3,2,9,4,37,24,23,2
1,3,3,9,4,57,29,8,2
27,3,1,8,3,3,23,41,2
10,3,1,8,4,41,21,19,2
2,1,1,3,0,3,16,41,1
9,4,2,9,4,54,28,7,2
27,4,2,8,4,41,1,57,1
4,3,1,18,0,56,29,50,0
4,4,2,9,4,22,29,47,1
4,3,3,9,4,55,16,1,1
4,3,1,9,4,14,29,22,1
10,3,1,15,4,14,18,55,1
4,4,5,9,4,34,29,50,1
9,3,1,3,0,15,9,47,1
9,4,2,15,4,12,29,52,2
4,2,7,9,4,57,23,3,1
1,3,1,6,4,54,20,3,1
9,1,1,9,4,9,15,28,2
0,2,3,9,4,37,25,22,2
4,3,3,15,4,28,29,55,1
1,3,1,13,4,35,29,50,1
7,2,3,9,4,57,27,50,2
23,3,1,15,0,10,24,20,0
4,3,1,18,4,54,29,50,1
4,2,3,15,4,32,11,2,2
9,1,2,8,4,12,29,50,2
8,2,5,9,4,0,29,22,2
1,3,3,8,4,0,29,36,1
4,3,2,9,4,24,27,53,2
4,1,1,9,4,10,26,23,2
4,2,5,10,4,7,28,18,2
4,4,2,18,4,59,21,3,1
7,3,1,10,4,39,19,29,2
0,3,1,15,4,33,5,39,2
4,3,1,13,4,41,29,50,1
9,1,1,18,3,33,1,20,1
3,4,2,15,4,54,24,50,2
7,3,2,15,4,1,29,30,2
0,3,3,8,4,12,5,20,2
4,3,1,9,4,39,28,5,1
25,3,1,10,4,3,23,41,1
9,3,1,18,4,65,29,7,2
1,1,1,9,4,39,29,39,1
4,3,1,15,4,22,29,28,1
4,4,3,9,4,57,16,18,1
23,3,2,15,4,38,14,2,1
4,2,3,10,4,34,29,22,1
20,4,2,8,4,12,29,28,2
9,2,5,15,4,28,28,30,2
19,3,3,3,4,39,23,22,1
1,3,3,9,4,56,8,37,1
4,3,1,9,4,28,27,7,1
4,1,1,9,4,37,16,2,1
4,3,1,8,4,12,2,20,0
8,4,2,16,4,37,12,20,2
10,3,2,9,4,40,27,12,2
4,4,2,18,4,0,29,57,1
0,3,1,3,4,9,29,29,1
9,4,2,9,4,57,12,15,2
4,3,1,18,4,40,29,20,1
11,4,3,11,4,57,29,45,2
9,3,5,9,4,0,29,55,2
1,3,2,9,4,7,22,21,2
15,1,1,15,4,0,29,41,0
0,0,3,18,4,34,29,20,2
7,3,1,15,4,39,25,0,2
4,4,2,9,4,54,29,22,1
7,2,3,9,4,41,23,41,2
27,3,1,8,3,3,23,41,2
7,3,2,18,0,24,29,50,1
20,3,1,8,4,12,29,28,2
4,4,1,13,4,41,29,35,1
4,1,1,15,4,54,29,28,0
33,3,1,3,4,0,29,15,0
4,3,2,9,0,1,25,22,1
4,3,3,15,4,1,24,23,1
4,1,1,9,4,56,28,6,1
23,3,1,15,0,10,24,20,0
28,4,1,15,4,55,26,45,2
4,3,3,16,4,7,29,21,1
7,2,4,10,4,57,29,39,2
17,3,2,18,4,41,29,18,1
33,4,1,18,4,17,29,28,2
4,4,3,15,4,9,23,29,1
1,1,1,6,4,21,29,57,1
9,3,2,13,4,7,2,21,2
4,4,2,9,4,54,29,51,1
4,3,3,15,4,7,22,21,1
13,3,2,18,0,41,26,43,1
7,2,1,10,4,37,29,39,2
7,3,1,15,7,33,28,39,2
4,3,2,15,4,57,29,23,1
13,4,1,15,4,21,18,30,2
4,3,1,18,0,9,29,28,0
7,3,1,3,4,25,29,28,2
4,4,4,18,4,0,29,57,1
4,4,1,15,4,26,29,50,1
4,4,3,13,4,34,17,28,1
4,3,2,15,4,39,29,53,1
4,3,1,6,4,12,29,34,1
7,3,2,8,4,40,28,47,1
1,3,2,3,4,9,26,26,1
4,3,2,9,4,52,24,6,1
8,3,1,8,4,41,16,3,1
4,3,3,9,4,34,26,39,1
7,3,2,9,4,0,29,0,2
4,3,3,11,4,0,29,45,2
27,2,3,15,4,9,16,28,1
1,1,1,8,4,38,7,2,1
1,4,3,9,4,22,25,50,2
9,2,3,18,4,37,29,2,2
7,4,3,18,4,37,29,28,2
4,3,1,9,4,12,21,19,1
4,3,2,18,4,12,1,20,1
7,3,1,8,0,3,19,41,2
4,1,1,18,4,0,29,40,0
4,3,3,15,4,0,2,47,1
4,3,2,18,4,54,29,35,1
4,3,2,9,4,22,29,30,1
1,1,1,4,4,54,29,21,1
9,2,2,9,4,19,29,40,2
4,1,1,9,4,12,14,20,2
4,2,10,10,4,57,19,29,2
4,3,2,9,4,38,14,2,2
4,2,7,9,4,65,25,29,2
4,2,2,15,4,39,29,41,2
4,3,2,9,4,10,28,20,1
4,3,1,9,4,40,29,12,0
9,4,3,9,4,0,25,29,2
4,3,1,13,4,56,19,5,1
4,4,1,15,4,3,14,3,1
4,3,4,9,4,0,29,45,1
8,3,1,13,4,39,29,29,1
8,1,1,15,4,59,27,30,1
8,4,5,4,0,61,30,21,2
4,3,1,15,4,42,28,30,1
7,3,2,16,4,21,19,29,2
7,3,1,10,4,33,6,39,1
4,1,1,9,4,2,16,2,1
9,3,1,13,4,34,29,24,1
4,3,1,18,0,41,28,55,0
25,2,5,9,4,9,29,28,1
1,4,3,10,4,4,3,48,2
13,3,1,16,4,41,3,1,1
0,2,3,9,4,12,27,20,2
9,3,3,9,4,0,27,28,2
4,3,2,15,4,38,27,41,0
4,3,1,15,4,26,28,29,1
8,2,2,16,4,37,30,40,1
9,2,10,9,4,21,28,40,2
9,4,2,9,4,56,29,47,2
0,3,1,8,4,41,24,29,1
10,3,3,15,4,0,29,0,2
10,4,2,15,0,41,26,24,2
7,3,3,16,4,57,29,28,2
27,4,2,8,4,41,1,57,1
9,3,1,9,0,57,29,30,2
4,2,5,9,4,37,25,29,2
7,3,1,16,4,37,29,30,2
7,4,2,9,4,0,19,50,2
7,3,1,13,0,61,29,30,2
4,3,5,9,4,12,26,20,2
27,3,2,18,4,7,29,21,1
4,3,1,15,4,26,30,29,1
4,3,1,9,4,41,29,28,0
4,1,1,3,0,38,28,43,0
13,3,3,3,0,48,29,21,2
23,2,1,18,4,37,21,18,1
4,3,2,9,4,12,22,20,1
4,0,10,10,4,1,19,29,2
4,2,5,18,4,37,24,1,2
0,4,1,18,4,5,27,22,2
4,3,3,16,4,12,19,29,2
7,3,1,9,4,38,26,41,2
4,1,1,9,4,0,20,2,0
20,3,5,8,4,12,29,28,2
4,3,1,18,4,54,14,55,0
4,3,2,9,4,57,29,41,1
7,4,4,8,4,10,29,20,2
4,3,3,8,4,7,29,30,1
4,3,1,13,4,0,29,50,1
4,3,1,18,0,35,29,50,1
33,3,2,3,4,21,30,46,1
2,1,1,3,0,3,16,41,1
7,3,1,18,4,55,29,24,2
0,3,5,9,4,12,17,20,2
4,2,3,9,4,0,29,7,1
11,4,2,18,4,37,23,22,2
9,3,3,9,4,7,29,21,2
1,3,2,9,4,24,20,53,2
9,1,1,9,4,13,29,30,2
1,1,1,3,4,56,17,24,0
7,2,10,9,0,7,29,29,2
4,3,3,18,4,12,29,23,1
3,4,3,9,4,41,22,28,2
1,3,1,15,4,54,1,52,1
8,3,1,8,4,41,14,21,2
4,3,2,9,0,1,29,57,1
4,3,1,18,4,0,29,57,0
4,3,1,3,0,9,29,28,0
1,4,4,9,4,57,5,0,2
33,0,1,8,4,58,29,28,2
3,3,1,9,4,57,29,28,1
1,2,10,15,4,28,16,24,2
1,2,3,13,4,61,23,24,2
4,3,2,18,4,26,29,39,1
4,1,1,8,4,13,3,22,1
4,3,2,9,4,4,29,21,0
4,3,1,10,4,24,28,57,0
4,3,1,15,4,0,29,50,0
1,3,2,15,4,21,29,30,2
4,3,3,9,4,57,22,55,1
4,3,1,13,4,10,29,23,1
4,3,1,8,4,54,29,8,1
4,3,3,3,4,34,26,1,1
9,3,2,9,4,14,29,24,2
4,3,1,9,4,41,25,57,2
19,3,1,9,0,57,20,21,1
4,3,1,9,4,52,21,23,1
4,3,3,3,4,41,27,7,1
4,4,2,16,4,21,19,29,2
7,2,1,18,4,18,29,18,2
33,2,2,18,4,34,29,30,2
4,3,2,3,4,41,29,5,0
4,3,2,16,0,12,12,22,2
4,3,2,6,4,57,3,22,2
4,2,8,9,4,34,16,41,2
20,0,5,8,4,0,29,28,2
7,3,1,8,4,37,17,29,2
4,3,2,9,4,10,18,20,1
9,4,3,15,4,41,27,3,2
4,3,1,15,4,26,28,29,1
4,3,2,10,4,0,23,28,0
9,3,1,18,4,26,29,48,1
8,3,2,15,4,22,30,15,1
4,1,1,9,2,14,29,55,0
4,3,3,8,4,59,29,3,1
4,1,2,9,4,33,30,39,0
20,4,1,9,4,9,29,28,1
4,3,1,8,4,10,29,29,1
4,4,4,10,4,0,24,50,1
4,1,1,8,4,1,3,22,2
4,3,7,9,4,12,4,20,2
7,3,2,18,4,34,27,30,2
4,3,3,9,4,7,2,36,1
23,3,1,18,8,37,29,23,1
17,3,2,15,4,38,27,41,1
4,3,1,18,4,10,28,53,1
8,3,3,9,4,4,29,36,2
9,4,3,15,4,7,28,21,2
4,3,1,9,4,53,22,22,1
33,3,3,18,4,48,30,24,2
4,4,5,9,4,29,25,29,2
4,4,2,16,4,66,29,45,1
9,3,2,15,4,41,8,18,1
4,2,5,18,4,37,24,1,2
4,3,2,15,4,55,28,20,1
20,4,3,8,4,0,29,28,1
4,4,5,10,4,22,29,55,1
8,3,1,8,4,41,16,41,2
4,3,2,9,0,0,27,12,1
4,2,2,9,4,34,29,57,1
3,3,1,18,4,17,29,40,2
4,3,2,9,4,0,29,17,1
4,3,2,15,0,12,12,22,2
4,4,7,9,4,12,1,20,2
4,3,2,8,4,56,20,50,0
4,1,1,8,2,10,26,41,0
4,4,2,15,4,14,29,43,1
1,1,1,9,0,33,29,39,1
1,3,1,9,4,23,29,30,2
7,4,5,13,4,48,28,57,2
4,3,2,8,4,61,29,38,1
0,3,4,13,4,0,26,20,2
4,3,3,16,4,38,1,2,2
3,3,2,16,4,34,29,43,2
9,3,2,15,4,7,2,21,2
4,3,2,18,4,39,27,30,1
4,2,5,9,4,34,24,40,2
26,3,2,8,0,61,29,30,1
9,3,1,9,4,41,29,55,2
4,3,1,15,4,42,23,43,0
9,3,4,15,0,7,23,21,2
4,1,1,3,3,56,29,50,0
3,1,1,15,4,26,28,6,2
7,4,2,15,4,56,29,24,2
4,3,2,18,0,54,25,3,1
9,3,1,18,4,4,29,36,1
4,2,3,15,4,37,29,44,1
20,4,3,8,4,0,29,28,1
7,4,3,16,4,22,19,29,2
4,2,5,9,4,40,29,22,2
7,4,2,6,0,41,30,41,2
33,4,5,9,4,0,29,57,2
4,2,3,18,4,37,24,1,2
4,4,5,10,4,14,29,53,1
4,3,1,8,0,40,26,22,0
25,3,2,13,4,38,27,41,1
4,2,10,9,4,37,23,29,2
7,3,5,16,4,23,19,29,2
9,3,1,18,0,22,29,47,2
0,3,5,18,4,12,6,20,2
10,2,1,8,4,34,4,30,2
4,1,1,8,4,13,3,22,1
4,3,2,6,4,41,29,3,1
4,4,4,18,4,9,22,28,1
1,1,1,9,4,26,9,8,1
4,3,5,16,4,7,19,29,2
7,4,3,9,4,12,25,29,2
4,2,3,9,4,37,27,31,2
4,3,1,9,4,53,28,43,1
8,3,3,13,4,7,18,30,1
9,1,1,9,4,3,20,2,2
4,3,5,9,4,29,29,10,2
1,3,1,3,4,26,29,50,0
4,3,2,3,4,54,16,42,0
33,3,1,18,4,41,29,3,0
4,3,1,9,4,0,18,30,1
4,3,1,8,4,42,16,41,0
4,3,1,8,0,41,29,47,1
4,1,1,8,4,1,3,22,2
0,3,1,18,0,34,29,30,1
7,1,1,9,4,13,14,55,2
7,3,2,16,4,12,28,20,2
4,3,2,18,4,53,25,22,1
4,3,1,18,4,56,29,24,0
4,3,5,18,0,12,29,21,2
33,2,5,9,4,59,27,3,2
8,3,1,3,0,9,29,28,0
4,3,1,15,4,41,25,57,1
8,3,1,15,4,26,17,29,2
4,3,3,8,4,10,26,19,1
1,3,1,15,4,59,3,12,1
4,3,2,15,4,37,23,2,1
9,3,1,13,4,56,23,57,1
4,2,5,18,4,7,29,35,2
4,3,1,15,4,54,13,57,1
1,1,1,15,0,56,20,53,2
9,4,3,10,4,66,28,52,2
4,3,2,15,4,22,13,5,0
0,4,3,9,0,7,28,57,2
10,1,1,18,0,33,2,39,1
7,3,1,15,4,33,28,39,1
8,2,2,15,4,41,29,24,2
7,1,1,15,4,41,25,42,2
7,4,3,9,4,37,30,8,2
4,3,1,15,4,37,12,20,1
32,2,1,9,0,41,19,20,2
20,3,2,10,4,38,7,2,2
1,3,1,18,4,54,29,20,1
4,3,1,18,4,34,29,50,0
9,3,1,18,4,0,2,1,2
33,3,2,16,4,37,29,18,2
7,3,3,8,4,40,20,20,2
4,4,5,16,4,2,29,30,1
7,3,1,8,4,41,24,29,2
9,3,2,10,4,21,28,40,2
4,3,1,9,4,41,26,29,0
4,2,2,0,4,3,7,41,2
27,3,1,15,4,37,17,41,1
7,3,1,9,4,12,11,20,2
9,4,1,9,4,37,29,29,2
7,3,2,9,4,38,14,2,2
7,3,4,18,4,53,16,28,1
33,3,1,13,0,38,25,2,1
4,3,1,3,4,56,29,57,0
4,4,2,16,0,41,26,57,1
0,3,1,8,4,41,24,29,1
1,3,2,8,4,29,1,10,1
4,2,3,18,4,37,24,1,2
4,1,1,8,4,35,3,22,2
1,3,1,3,4,9,29,4,2
7,1,1,9,4,3,29,41,2
4,4,5,10,4,22,24,50,2
9,3,1,9,4,54,29,51,2
4,3,1,13,4,39,29,20,1
4,3,1,16,4,39,19,29,1
4,2,3,10,4,40,19,29,2
4,3,2,13,4,34,29,35,1
18,3,1,8,4,41,16,41,1
9,4,1,9,4,0,29,1,2
20,3,3,8,4,12,29,28,1
4,3,2,13,4,56,29,57,0
4,4,4,16,4,52,25,29,2
1,3,2,9,4,41,29,20,2
7,3,1,9,4,37,17,41,2
4,3,1,9,4,12,14,20,1
4,3,2,15,4,37,26,47,0
7,3,2,18,4,66,30,24,2
4,0,10,16,4,12,22,20,2
4,3,3,15,4,56,29,50,1
4,3,1,16,0,41,15,50,1
33,3,1,9,4,12,2,30,1
20,3,2,10,4,38,7,2,2
3,4,2,3,0,41,29,30,2
27,3,2,18,4,7,29,21,1
4,2,8,10,4,29,19,29,2
15,1,1,18,0,18,29,24,0
4,3,1,6,4,41,29,50,0
4,3,1,9,4,65,3,22,0
4,3,3,13,4,51,29,19,1
9,3,2,8,0,3,28,41,2
1,3,2,9,4,34,5,30,2
4,3,1,15,4,34,29,57,0
7,3,3,15,4,12,5,20,2
4,1,1,13,5,38,14,2,0
7,4,3,15,4,23,18,29,2
4,2,3,9,4,39,24,55,2
7,3,2,9,4,12,27,20,2
4,3,2,15,4,39,29,4,1
4,3,2,3,4,59,8,30,1
4,3,2,9,4,18,29,18,1
7,1,1,3,4,41,29,18,1
4,3,2,18,4,39,27,30,1
4,3,2,9,4,55,29,57,1
4,1,1,18,8,9,29,28,0
4,3,3,9,4,12,24,20,2
4,2,5,9,4,35,29,50,2
4,3,3,10,4,57,23,41,1
4,3,2,6,4,39,1,30,1
4,3,1,15,4,19,26,18,1
4,3,3,13,4,53,24,43,1
7,1,1,3,3,54,29,43,0
1,3,2,18,4,7,29,12,2
1,3,2,9,4,34,29,1,2
4,2,3,18,4,0,25,50,1
7,4,2,9,4,34,30,40,2
3,3,2,13,4,0,29,1,1
4,2,7,15,0,9,29,50,2
4,4,3,18,4,38,24,1,2
28,4,1,9,4,43,17,41,1
4,3,5,18,4,33,30,39,2
32,3,1,9,0,1,29,30,1
3,3,1,18,4,12,29,20,2
33,3,1,16,4,33,29,39,2
4,3,2,9,0,3,30,41,1
4,3,5,10,4,33,30,39,1
9,3,1,13,4,56,14,31,2
4,2,2,18,4,53,29,43,1
9,4,3,18,4,7,24,23,2
7,4,3,10,0,48,27,7,2
4,3,1,15,4,37,29,18,1
4,1,1,18,4,56,29,21,0
9,3,1,4,4,22,29,21,1
4,3,3,10,4,17,29,40,1
4,3,2,15,4,39,29,55,1
0,3,2,9,4,7,29,21,1
7,3,2,9,4,34,29,50,1
4,3,2,9,4,54,1,57,1
0,3,1,3,4,9,29,29,1
4,3,2,18,4,55,29,30,1
7,3,1,9,4,41,27,50,2
27,4,3,8,4,7,29,21,1
7,3,1,8,4,41,29,30,1
4,3,1,9,4,0,21,23,1
4,3,5,9,4,53,24,50,1
4,3,2,9,4,34,29,50,1
30,3,2,9,4,56,27,47,0
4,2,3,18,4,37,2,24,2
9,3,1,8,4,0,29,18,1
13,3,2,9,4,0,16,39,1
4,3,2,15,4,37,29,43,1
4,3,1,8,4,39,19,18,0
4,3,1,8,4,33,21,50,1
33,2,3,9,4,28,24,55,2
33,2,5,8,4,19,29,28,2
9,3,1,9,4,57,15,28,1
7,1,1,8,4,7,29,12,1
11,2,2,15,4,59,29,37,1
4,3,2,15,4,38,27,41,0
4,3,1,13,4,41,29,7,1
4,2,3,9,4,32,2,20,2
3,3,2,9,4,57,18,20,1
9,3,1,3,4,37,29,41,2
8,2,5,18,4,21,29,15,2
4,3,1,8,4,57,3,12,0
1,3,1,15,4,18,29,18,1
1,3,1,6,0,56,29,32,2
32,2,8,15,4,41,29,30,2
0,4,2,9,4,39,26,20,2
4,4,1,8,4,39,26,42,1
3,3,1,8,4,42,17,29,1
4,2,2,9,4,0,29,55,2
4,3,1,18,4,12,29,57,1
4,4,5,16,4,41,27,6,2
7,3,2,15,4,38,27,41,1
9,3,1,9,4,33,7,39,1
4,1,1,3,4,41,23,8,0
9,4,2,15,4,24,14,57,2
7,3,3,10,4,57,29,30,2
8,4,3,18,4,1,29,7,1
1,3,1,15,4,40,29,30,1
4,3,1,15,4,0,29,30,1
4,3,1,15,4,12,17,20,1
4,4,3,8,4,15,28,5,1
7,3,1,8,4,39,28,7,2
4,3,1,9,4,18,16,5,1
4,4,3,15,4,0,24,23,1
9,3,2,18,4,61,29,24,2
4,3,3,9,4,41,29,57,1
13,4,2,9,0,0,29,50,1
2,3,1,16,4,41,3,1,2
1,3,2,9,4,37,29,5,2
4,3,1,18,4,21,29,30,1
22,2,3,15,4,41,29,50,2
12,3,1,3,4,41,29,29,1
0,3,3,3,4,39,28,30,1
33,3,2,8,0,3,28,41,1
4,2,3,18,4,42,29,39,1
1,3,2,15,4,21,28,31,1
4,3,1,8,4,35,29,50,0
4,3,1,9,4,55,29,30,1
9,3,1,15,3,18,29,18,0
1,3,2,18,4,34,27,50,2
8,3,1,8,4,23,30,52,1
4,3,2,6,4,56,29,57,1
4,3,1,9,4,34,29,21,1
4,3,3,13,4,0,9,50,0
25,3,1,10,4,3,23,41,1
9,4,1,18,4,9,27,28,2
4,3,2,18,4,54,29,24,1
9,3,2,9,4,4,29,21,2
0,3,1,13,0,41,16,3,1
4,3,1,9,4,0,14,50,1
4,4,2,18,4,35,29,50,0
8,3,2,15,0,36,23,52,1
4,3,2,18,4,14,29,21,1
4,3,8,9,4,7,28,21,1
4,3,1,9,4,0,2,55,1
4,3,2,8,0,28,12,50,0
7,4,5,15,4,59,29,45,2
4,3,2,6,4,35,29,50,0
1,4,3,9,4,57,15,30,2
7,3,2,15,4,41,20,24,2
1,3,1,15,4,54,29,50,1
4,1,1,15,0,28,29,57,1
4,3,2,9,4,54,1,50,1
4,3,3,15,4,42,28,23,1
4,3,1,8,4,41,29,29,0
4,4,3,9,0,65,29,30,2
4,4,2,9,4,1,29,50,1
3,1,1,15,4,39,7,53,1
4,1,1,3,0,54,29,51,0
1,3,3,15,4,47,29,40,2
7,3,1,18,8,34,29,56,2
4,4,2,9,4,37,29,18,1
9,1,1,15,4,38,7,2,1
4,1,1,18,4,56,26,21,0
1,4,3,8,4,41,29,21,2
7,3,2,18,4,33,29,39,2
4,3,1,15,4,37,17,41,0
7,4,2,9,4,57,26,21,2
4,3,1,18,4,9,29,24,0
4,2,3,9,4,12,25,20,2
4,1,1,18,0,56,25,29,0
9,3,1,15,4,41,3,1,2
20,3,1,9,4,39,28,18,1
4,4,3,15,4,37,24,57,1
4,3,2,9,4,59,21,57,1
3,1,1,13,4,35,29,30,1
1,3,2,15,4,37,29,28,2
4,3,1,9,4,12,26,23,1
7,1,1,3,4,21,29,3,2
7,3,2,18,4,12,29,23,2
7,4,2,9,4,28,16,30,2
1,3,1,13,4,0,14,50,1
4,3,2,8,4,59,29,57,1
7,4,1,18,4,5,29,48,2
7,4,3,18,4,7,28,48,2
4,3,1,4,4,13,28,24,1
4,1,1,8,4,38,7,2,1
1,2,2,15,4,41,29,41,2
4,3,1,8,4,62,19,53,0
4,4,3,18,4,28,26,57,2
7,3,1,8,4,39,28,7,2
9,3,1,15,4,42,27,12,2
4,3,1,9,4,34,23,18,0
4,3,3,9,0,12,21,23,2
8,4,2,8,0,21,24,15,2
33,3,2,16,4,35,29,28,2
11,3,1,3,4,62,27,53,0
1,3,2,16,4,10,29,20,2
7,3,1,15,4,41,29,30,1
4,4,3,16,4,12,19,29,2
4,3,1,18,4,57,27,47,1
2,1,1,3,0,3,16,41,1
4,1,1,18,4,56,29,57,0
4,3,3,10,4,12,27,23,2
4,4,2,10,4,40,29,29,2
7,0,5,10,4,8,29,30,2
4,4,3,18,4,0,29,28,1
7,3,2,9,0,14,18,21,2
1,3,1,13,4,22,29,24,1
7,3,1,8,4,41,16,41,2
4,3,1,18,0,12,29,50,1
4,3,1,9,4,28,22,55,1
4,3,2,8,4,42,29,18,1
4,2,5,18,4,10,29,50,2
4,2,5,10,4,7,29,21,2
4,3,3,10,4,0,27,19,2
4,3,1,9,4,54,29,28,1
0,3,1,8,0,3,23,41,1
0,4,5,9,4,41,26,29,2
8,3,2,15,4,34,29,48,2
1,3,1,8,4,56,29,21,1
10,3,3,3,0,15,29,3,1
9,4,2,9,4,18,29,18,1
4,3,2,9,4,0,29,52,1
4,2,3,15,4,12,20,23,2
1,1,1,18,4,61,29,57,1
0,3,2,9,4,0,7,29,2
4,3,3,9,4,34,24,55,1
4,3,4,3,4,41,20,40,1
4,3,3,18,4,41,29,47,0
4,3,1,6,4,56,29,50,0
20,0,5,8,4,57,29,28,2
9,3,2,18,4,1,27,57,1
4,3,3,8,4,41,29,57,0
0,4,5,9,4,39,22,12,2
33,3,3,18,4,17,29,28,2
20,2,3,9,4,37,21,18,2
1,3,5,10,4,57,29,47,2
7,3,2,8,4,55,25,29,2
4,1,1,15,0,52,22,55,1
4,3,1,18,4,10,24,20,2
0,3,1,15,4,35,28,50,1
0,4,10,18,4,4,29,21,2
8,2,4,9,4,12,30,20,2
4,3,1,8,4,34,28,57,1
0,3,1,9,4,4,29,36,1
11,1,1,3,4,3,16,41,1
28,3,1,9,4,0,28,45,2
4,4,3,9,4,34,29,50,2
9,3,1,15,4,26,12,50,1
8,4,2,9,4,41,28,47,2
10,3,1,15,0,38,28,2,1
4,3,3,6,4,26,29,57,0
4,4,1,9,4,12,25,20,1
3,3,1,9,4,66,28,47,1
1,3,1,3,0,0,29,50,1
7,3,2,8,4,35,29,52,2
4,2,3,18,4,57,29,28,2
4,3,1,8,4,41,29,29,0
4,1,1,9,4,35,22,20,1
4,3,2,8,4,14,29,39,0
9,3,2,9,4,10,23,30,2
4,4,2,9,4,57,28,24,1
4,3,2,18,4,14,7,45,1
1,3,2,15,4,28,26,7,1
4,3,1,15,4,35,28,19,1
1,1,1,15,0,50,29,30,1
7,2,5,18,4,57,29,48,2
4,3,2,4,0,5,29,21,0
33,2,3,9,4,28,24,55,2
4,2,2,13,4,41,14,50,2
1,4,3,15,4,54,25,43,2
8,3,1,18,4,25,29,24,1
4,3,2,18,4,54,28,23,2
33,3,2,9,4,7,24,30,1
7,4,2,6,0,41,30,41,2
4,2,8,9,4,39,29,30,2
4,2,3,9,4,41,29,50,2
20,0,5,8,4,0,29,28,2
4,3,1,14,4,4,29,8,1
8,4,3,9,4,21,29,0,2
4,3,3,16,4,39,21,23,1
4,1,1,8,4,39,21,29,1
4,3,2,18,4,1,8,48,1
3,3,3,13,4,34,9,44,2
0,2,3,9,4,12,27,20,2
8,4,3,13,4,41,28,30,1
4,4,8,9,4,0,26,29,2
1,3,1,18,4,35,22,50,2
4,4,3,10,4,12,25,20,2
11,3,2,9,4,22,29,47,1
4,3,1,15,4,37,27,57,1
4,3,1,3,4,41,5,30,1
33,3,2,8,4,56,29,9,0
4,2,5,10,4,10,29,30,2
4,1,1,18,4,41,29,41,1
4,3,1,18,4,28,29,57,1
4,4,2,15,0,52,29,28,1
4,4,3,10,4,0,15,57,1
9,3,3,13,4,21,29,57,2
4,3,1,18,4,12,29,20,1
4,2,2,9,4,41,28,30,1
4,3,1,9,4,24,28,31,1
9,3,1,18,4,41,29,34,1
1,2,5,9,4,57,2,20,2
1,3,2,9,4,39,29,36,2
8,3,1,8,4,41,16,41,2
7,3,2,16,4,21,19,29,2
9,4,3,15,0,41,16,50,2
4,3,1,15,4,1,29,55,1
4,3,3,3,4,25,29,21,1
7,3,2,15,4,22,29,57,2
7,4,7,9,4,10,29,30,2
0,3,2,13,4,38,27,41,1
7,1,1,8,4,38,7,2,2
31,3,2,15,4,4,8,9,2
4,2,5,18,4,14,29,18,2
4,4,3,15,4,34,29,51,2
0,3,1,9,0,54,29,57,1
4,4,5,10,4,4,29,36,1
4,3,2,15,4,36,11,50,1
9,3,1,8,4,54,29,23,1
4,3,1,16,4,40,19,29,1
4,2,7,9,4,40,29,21,2
7,3,2,9,4,33,29,39,2
4,3,3,16,4,1,18,3,1
4,3,2,15,4,39,29,30,1
